"pcp-dstat 4.3.2 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","undercloud-0.redhat.local",,,,"User:","root"
"Cmdline:","dstat -tcmndrylpg --nocolor --swap --tcp --output /var/log/extra/dstat.csv",,,,"Date:","03 Mar 2020 21:51:32 EST"
"system","total usage",,,,,,,,,"memory usage",,,,"net/total",,,"dsk/total",,,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"swap",,,"tcp sockets"
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","swap:used","swap:free","lis","act","syn","tim","clo"
03-03 22:12:13,5.750,8.000,86.371,0,0,1369016,14212892,2096,8502348,751.963,915.955,0,0,0,0,1519,487,3.110,2.850,1.350,2,0,4.000,0,0,0,0,37,3,0,6,0
03-03 22:12:14,5.753,8.254,85.671,0,0,1357568,14224304,2096,8502348,804.430,916.489,0,0,0,0,1768,637,3.100,2.860,1.360,1,0,8.004,0,0,0,0,37,3,0,6,0
03-03 22:12:15,8.249,4.625,87.242,0,0,1365032,14214936,2096,8503984,751.929,915.914,1631.847,97.991,5.000,5.000,1943,1138,3.100,2.860,1.360,1,0,16.998,0,0,0,0,37,3,0,6,0
03-03 22:12:16,5.375,7.625,87.254,0,0,1365900,14213972,2096,8503984,1105.054,1088.053,0,0,0,0,1511,513,3.100,2.860,1.360,1,0,6.000,0,0,0,0,37,3,0,6,0
03-03 22:12:17,6.250,8.625,84.879,0,0,1365652,14214208,2096,8503992,752.035,916.043,0,0,0,0,1813,620,3.100,2.860,1.360,1,0,5.000,0,0,0,0,37,3,0,6,0
03-03 22:12:18,4.625,8.001,87.381,0,0,1365876,14213984,2096,8503992,804.052,916.060,0,0,0,0,1584,535,3.100,2.860,1.360,1,0,6.000,0,0,0,0,37,3,0,6,0
03-03 22:12:19,4.750,7.999,87.244,0,0,1365608,14214252,2096,8503992,751.947,915.935,0,0,0,0,1399,429,3.010,2.840,1.370,1,0,2.000,0,0,0,0,37,3,0,6,0
03-03 22:12:20,6.750,8.000,84.874,0.125,0,1365972,14213888,2096,8503992,971.983,984.983,0,6267.893,0,290.995,1966,704,3.010,2.840,1.370,1,0,9.000,0,0,0,0,37,3,0,6,0
03-03 22:12:21,5.251,7.626,87.259,0,0,1365752,14214104,2096,8503992,752.080,916.097,0,0,0,0,1466,460,3.010,2.840,1.370,1,0,5.001,0,0,0,0,37,3,0,4,0
03-03 22:12:22,5.000,8.000,86.998,0,0,1365672,14214136,2096,8503992,803.986,915.984,0,0,0,0,1528,516,3.010,2.840,1.370,1,0,5.000,0,0,0,0,37,3,0,4,0
03-03 22:12:23,6.875,7.500,85.373,0,0,1365724,14213952,2096,8503992,751.979,915.974,0,0,0,0,1850,595,3.010,2.840,1.370,1,0,6.000,0,0,0,0,37,3,0,4,0
03-03 22:12:24,8.499,11.874,79.495,0,0,1366224,14213232,2096,8503992,1368.908,1480.901,0,0,0,0,3149,6635,2.930,2.830,1.370,1,0,43.997,0,0,0,0,37,3,0,5,0
03-03 22:12:25,3.625,5.625,91.126,0,0,1367484,14211892,2096,8503992,794.012,1052.016,0,0,0,0,1407,692,2.930,2.830,1.370,0,0,41.001,0,0,0,0,37,3,1,5,0
03-03 22:12:26,8.380,5.253,84.928,0.125,0,1334320,14246708,2096,8504128,804.504,916.574,20.013,2214.386,5.003,276.173,25612,49897,2.930,2.830,1.370,2,0,96.060,0,0,0,0,37,3,0,3,0
03-03 22:12:27,11.371,1.374,86.966,0,0.125,1356920,14222400,2096,8504280,751.709,915.646,0,87.966,0,10.996,2850,2999,2.930,2.830,1.370,2,0,9.996,0,0,0,0,37,3,0,3,0
03-03 22:12:28,6.126,6.501,87.391,0,0,1357752,14221472,2096,8504312,804.145,916.165,0,0,0,0,1528,582,2.930,2.830,1.370,1,0,5.001,0,0,0,0,37,3,0,3,0
03-03 22:12:29,6.247,8.122,85.341,0,0,1368456,14210680,2096,8504312,751.699,915.633,0,0,0,0,1689,556,2.860,2.810,1.370,2,0,5.998,0,0,0,0,37,3,0,3,0
03-03 22:12:30,5.375,8.000,86.878,0,0,1358064,14221036,2096,8504316,804.027,916.031,0,0,0,0,1587,524,2.860,2.810,1.370,1,0,5.000,0,0,0,0,37,3,0,3,0
03-03 22:12:31,5.374,6.999,87.239,0,0,1358596,14220424,2096,8504320,751.907,915.886,0,0,0,0,1635,885,2.860,2.810,1.370,1,0,2.000,0,0,0,0,37,3,0,3,0
03-03 22:12:32,8.250,4.750,87.249,0,0,1366340,14210724,2096,8505952,1104.983,1071.984,1631.976,93.999,5.000,5.000,1917,919,2.860,2.810,1.370,1,0,20.000,0,0,0,0,37,3,0,3,0
03-03 22:12:33,7.003,8.129,85.040,0,0,1366364,14210644,2096,8505952,752.357,916.434,0,0,0,0,1837,576,2.860,2.810,1.370,1,0,6.003,0,0,0,0,37,3,0,3,0
03-03 22:12:34,4.623,8.246,86.960,0,0,1366500,14210476,2096,8505952,803.634,915.583,0,0,0,0,1606,534,2.790,2.800,1.380,1,0,6.997,0,0,0,0,37,3,0,3,0
03-03 22:12:35,5.250,7.375,87.502,0,0,1366644,14210316,2096,8505952,752.017,916.021,0,0,0,0,1393,421,2.790,2.800,1.380,1,0,3.000,0,0,0,0,37,3,0,3,0
03-03 22:12:36,6.625,8.375,84.999,0,0,1367136,14209824,2096,8505952,803.987,915.985,0,0,0,0,1856,633,2.790,2.800,1.380,1,0,10.000,0,0,0,0,37,3,0,3,0
03-03 22:12:37,4.625,7.751,87.508,0,0,1367152,14209808,2096,8505952,752.071,916.086,0,0,0,0,1570,452,2.790,2.800,1.380,1,0,4.000,0,0,0,0,37,3,0,3,0
03-03 22:12:38,4.877,8.129,87.164,0,0,1366796,14210156,2096,8505952,804.360,916.410,0,0,0,0,1490,455,2.790,2.800,1.380,1,0,5.002,0,0,0,0,37,3,0,3,0
03-03 22:12:39,6.871,8.121,85.078,0,0,1367200,14209564,2096,8505952,751.584,915.494,0,0,0,0,1823,608,2.720,2.790,1.380,1,0,5.997,0,0,0,0,37,3,0,3,0
03-03 22:12:40,4.750,7.626,87.134,0,0,1367260,14209468,2096,8505952,804.084,916.095,0,0,0,0,1493,441,2.720,2.790,1.380,1,0,6.001,0,0,0,0,37,3,0,3,0
03-03 22:12:41,4.749,7.999,87.484,0,0,1367380,14209132,2096,8505952,751.862,915.832,0,1139.791,0,94.983,1530,550,2.720,2.790,1.380,1,0,3.999,0,0,0,0,37,3,0,3,0
03-03 22:12:42,5.503,2.501,90.920,0,0,1338576,14237880,2096,8506052,804.400,985.490,32.016,204.101,7.003,28.014,8109,15456,2.720,2.790,1.380,1,0,68.034,0,0,0,0,37,3,0,3,0
03-03 22:12:43,9.505,7.379,81.419,0.250,0,1329760,14248288,2096,8506232,752.409,916.498,0,1923.044,0,308.167,39409,78237,2.720,2.790,1.380,2,0,173.094,0,0,0,0,37,3,0,3,0
03-03 22:12:44,5.370,2.997,91.535,0.125,0,1372352,14198880,2096,8511800,803.212,915.102,3.996,5138.959,0.999,164.838,3716,4513,2.580,2.760,1.380,0,0,83.918,0,0,0,0,37,3,0,3,0
03-03 22:12:45,2.001,0.875,97.048,0,0,1373188,14193376,2096,8516452,752.374,916.455,0,5619.793,0,38.019,959,1168,2.580,2.760,1.380,1,0,3.001,0,0,0,0,37,3,0,3,0
03-03 22:12:46,1.999,3.248,94.703,0,0,1366256,14199016,2096,8517612,803.597,915.541,0,63.968,0,6.996,2711,1845,2.580,2.760,1.380,0,0,223.888,0,0,0,0,37,3,0,2,0
03-03 22:12:47,0.750,1.000,97.878,0,0,1359812,14203256,2096,8519708,752.026,916.032,0,97.003,0,20.001,1763,1787,2.580,2.760,1.380,0,0,37.001,0,0,0,0,37,3,0,2,0
03-03 22:12:48,2.125,3.750,93.999,0,0,1373852,14191280,2096,8517616,803.993,915.992,0,43.000,0,7.000,2960,1890,2.580,2.760,1.380,1,0,223.998,0,0,0,0,37,3,0,2,0
03-03 22:12:49,2.125,0.375,98.005,0,0,1360164,14202772,2096,8519796,752.036,916.044,0,40.002,0,9.000,1097,983,2.460,2.730,1.380,0,0,7.000,0,0,0,0,37,3,0,2,0
03-03 22:12:50,0.375,0.250,99.131,0,0,1314496,14250844,2096,8517376,972.061,990.062,0,2246.142,0,207.013,804,660,2.460,2.730,1.380,0,0,7.000,0,0,0,0,37,3,0,1,0
03-03 22:12:51,3.624,3.874,90.732,0.125,0,1330908,14235048,2096,8517440,751.851,915.819,0,1747.654,0,170.966,21197,42899,2.460,2.730,1.380,1,0,96.981,0,0,0,0,37,3,0,1,0
03-03 22:12:52,13.126,8.251,77.756,0,0,1337708,14228000,2096,8517552,804.064,916.072,0,1150.091,0,168.013,33331,63272,2.460,2.730,1.380,2,0,168.013,0,0,0,0,37,3,0,1,0
03-03 22:12:53,8.125,5.625,85.999,0,0,1303680,14260928,2096,8517820,823.987,987.984,0,203.997,0,23.000,5112,5978,2.460,2.730,1.380,0,0,110.998,0,0,0,0,38,3,0,1,0
03-03 22:12:54,0,0.375,99.390,0,0,1305696,14256732,2096,8520000,804.125,916.142,0,26.004,0,2.000,590,851,2.260,2.680,1.370,0,0,5.001,0,0,0,0,38,3,0,1,0
03-03 22:12:55,6.249,1.250,92.492,0,0,1310548,14251880,2096,8519984,907.922,1131.903,0,0,0,0,1367,799,2.260,2.680,1.370,1,0,9.999,0,0,0,0,38,3,0,1,0
03-03 22:12:56,9.875,2.000,87.996,0,0,1280308,14282248,2096,8519784,803.966,915.962,0,0,0,0,2218,1118,2.260,2.680,1.370,1,0,26.999,0,0,0,0,38,3,0,1,0
03-03 22:12:57,14.507,5.253,79.913,0,0,1380480,14181740,2096,8520120,824.393,988.472,0,0,0,0,18620,37873,2.260,2.680,1.370,1,0,89.042,0,0,0,0,38,3,0,1,0
03-03 22:12:58,18.873,6.999,72.993,0.250,0,1503460,14055052,2096,8520720,803.928,915.918,0,5044.546,0,327.970,19579,42803,2.260,2.680,1.370,3,0,156.986,0,0,0,0,38,3,0,1,0
03-03 22:12:59,21.492,3.749,74.348,0,0,1541740,14012188,2096,8523984,823.696,987.636,3262.796,123.954,9.996,8.997,3181,1343,2.240,2.670,1.370,2,0,29.989,0,0,0,0,38,3,0,1,0
03-03 22:13:00,14.500,15.125,70.373,0,0,1545112,14008416,2096,8523984,1405.956,1190.963,0,0,0,0,3554,3828,2.240,2.670,1.370,3,0,41.999,0,0,0,0,38,3,0,1,0
03-03 22:13:01,9.751,15.501,74.882,0,0,1545116,14008240,2096,8523984,824.074,988.089,0,0,0,0,2539,569,2.240,2.670,1.370,2,0,5.000,0,0,0,0,38,3,0,1,0
03-03 22:13:02,14.876,16.626,68.380,0,0,1627560,13925524,2096,8523984,804.063,916.071,0,0,0,0,4865,8745,2.240,2.670,1.370,4,0,135.011,0,0,0,0,38,3,0,1,0
03-03 22:13:03,19.122,15.248,65.365,0,0,1626784,13925196,2096,8523984,8300.755,8464.730,0,0,0,0,6135,11059,2.240,2.670,1.370,3,0,141.979,0,0,0,0,38,3,0,4,0
03-03 22:13:04,11.501,14.876,73.882,0,0,1549960,14001732,2096,8523988,4694.432,4806.442,0,0,0,0,3577,2419,2.220,2.660,1.380,2,0,49.005,0,0,0,0,38,3,0,7,0
03-03 22:13:05,18.238,6.746,74.576,0,0,1557632,13993108,2096,8523996,823.460,987.352,0,0,0,0,2953,1089,2.220,2.660,1.380,3,0,6.995,0,0,0,0,38,3,0,7,0
03-03 22:13:06,17.262,9.006,73.675,0,0,1576524,13973944,2096,8523996,804.541,916.617,0,0,0,0,3041,991,2.220,2.660,1.380,3,0,9.006,0,0,0,0,38,3,0,7,0
03-03 22:13:07,18.256,8.628,72.400,0.125,0,1473992,14081560,2096,8522168,824.280,988.336,0,3113.058,0,428.146,14184,22634,2.220,2.660,1.380,1,0,213.072,0,0,0,0,38,3,0,7,0
03-03 22:13:08,6.997,6.747,86.084,0,0,1476928,14078512,2096,8522200,803.616,915.562,0,0,0,0,7831,4689,2.220,2.660,1.380,1,0,296.858,0,0,0,0,38,3,0,7,0
03-03 22:13:09,8.375,5.250,85.877,0,0,1394532,14165720,2096,8520488,824.017,988.021,0,2100.044,0,245.005,11096,13442,2.120,2.630,1.370,1,0,203.004,0,0,0,0,38,3,0,7,0
03-03 22:13:10,9.625,2.750,87.001,0.125,0,1301480,14259616,2096,8520340,804.006,916.006,0,28.000,0,5.000,10513,18650,2.120,2.630,1.370,1,0,43.000,0,0,0,0,38,3,0,7,0
03-03 22:13:11,8.875,2.125,88.748,0,0,1313348,14247736,2096,8520352,823.979,987.974,0,0,0,0,2288,1180,2.120,2.630,1.370,1,0,31.999,0,0,0,0,38,3,0,7,0
03-03 22:13:12,9.875,1.250,89.003,0,0,1282484,14278800,2096,8520152,804.024,916.027,0,0,0,0,2088,1044,2.120,2.630,1.370,1,0,20.001,0,0,0,0,38,3,0,7,0
03-03 22:13:13,11.744,3.373,84.955,0,0,1331340,14229632,2096,8520464,823.564,987.477,0,53.971,0,1.999,2656,1268,2.120,2.630,1.370,2,0,43.977,0,0,0,0,38,3,0,7,0
03-03 22:13:14,13.757,1.251,84.916,0,0,1365152,14195820,2096,8520464,804.384,916.437,0,0,0,0,2049,1001,2.110,2.620,1.380,1,0,7.003,0,0,0,0,38,3,0,7,0
03-03 22:13:15,10.251,2.375,87.129,0,0,1384504,14176464,2096,8520468,1215.061,1229.061,0,0,0,0,2411,1321,2.110,2.620,1.380,1,0,43.002,0,0,0,0,38,3,0,7,0
03-03 22:13:16,8.875,2.250,89.126,0,0,1375528,14185456,2096,8520468,804.006,985.007,0,0,0,0,2048,1168,2.110,2.620,1.380,0,0,56.000,0,0,0,0,38,3,1,7,0
03-03 22:13:17,8.750,0.625,90.372,0,0,1382348,14178636,2096,8520468,823.975,987.970,0,0,0,0,1483,907,2.110,2.620,1.380,1,0,3.000,0,0,0,0,38,3,0,7,0
03-03 22:13:18,12.119,0.750,87.085,0,0,1384900,14176104,2096,8520448,803.632,915.581,0,0,0,0,1851,1033,2.110,2.620,1.380,1,0,2.999,0,0,0,0,38,3,0,7,0
03-03 22:13:19,12.132,0.625,87.300,0,0,1396412,14164592,2096,8520448,824.477,988.571,0,0,0,0,1530,753,2.020,2.590,1.370,1,0,0,0,0,0,0,38,3,0,7,0
03-03 22:13:20,12.749,3.000,84.118,0.125,0,1399152,14161840,2096,8520444,1013.915,1031.913,0,3279.725,0,253.979,3778,3038,2.020,2.590,1.370,2,0,54.995,0,0,0,0,38,3,0,7,0
03-03 22:13:21,7.500,1.500,90.879,0.125,0,1307268,14253556,2096,8520616,824.039,988.046,0,580.027,0,8.000,1904,1140,2.020,2.590,1.370,0,0,42.002,0,0,0,0,38,3,0,7,0
03-03 22:13:22,0,0.125,99.629,0,0,1307256,14253568,2096,8520616,804.032,916.037,0,0,0,0,410,446,2.020,2.590,1.370,0,0,3.000,0,0,0,0,38,3,0,7,0
03-03 22:13:23,4.375,0.750,94.741,0,0,1292720,14268276,2096,8520444,823.921,987.905,0,0,0,0,1043,669,2.020,2.590,1.370,1,0,5.999,0,0,0,0,38,3,0,7,0
03-03 22:13:24,13.500,6.375,79.748,0,0,1297000,14263996,2096,8520444,1368.959,1480.956,0,0,0,0,3866,5616,1.940,2.570,1.370,2,0,67.998,0,0,0,0,38,3,0,8,0
03-03 22:13:25,10.000,2.250,88.000,0,0,1319436,14241708,2096,8520552,865.998,1123.998,0,0,0,0,2260,1299,1.940,2.570,1.370,0,0,56.000,0,0,0,0,38,3,1,8,0
03-03 22:13:26,4.250,0.500,94.876,0,0,1296940,14264280,2096,8520476,804.010,916.011,0,0,0,0,1198,826,1.940,2.570,1.370,1,0,18.000,0,0,0,0,38,3,0,8,0
03-03 22:13:27,8.875,2.000,89.499,0,0,1309584,14251420,2096,8520692,823.992,987.990,0,0,0,0,2057,1146,1.940,2.570,1.370,1,0,26.000,0,0,0,0,38,3,0,7,0
03-03 22:13:28,13.626,3.875,80.879,0,0,1347316,14213588,2096,8520788,804.041,916.047,0,55.003,0,2.000,21585,40512,1.940,2.570,1.370,1,0,66.003,0,0,0,0,38,3,0,7,0
03-03 22:13:29,11.380,4.877,82.536,0,0,1371280,14164020,2096,8546376,30478024.897,30478188.969,0,28.012,0,9.004,35305,71634,1.950,2.560,1.370,3,0,92.040,0,0,0,0,38,4,0,7,0
03-03 22:13:30,16.117,1.124,82.084,0.375,0,1371628,14135484,2096,8574484,28582444.778,28582556.722,0,43354.323,0,74.963,5375,7896,1.950,2.560,1.370,1,0,2.999,0,0,0,0,38,4,0,7,0
03-03 22:13:31,16.625,1.000,82.000,0,0,1371808,14104432,2096,8605276,31745058.980,31745222.981,0,0,0,0,4872,7087,1.950,2.560,1.370,1,0,3.000,0,0,0,0,38,4,0,7,0
03-03 22:13:32,15.251,1.000,83.254,0,0,1371856,14072928,2096,8636716,32402402.120,32402514.126,0,0,0,0,4946,7522,1.950,2.560,1.370,3,0,3.000,0,0,0,0,38,4,0,7,0
03-03 22:13:33,18.999,1.000,79.998,0,0,1371760,14050080,2096,8659628,23283441.780,23283605.775,0,0,0,0,6322,9041,1.950,2.560,1.370,1,0,0,0,0,0,0,38,4,0,7,0
03-03 22:13:34,17.376,1.500,80.377,0,0,1371776,14017436,2096,8692236,33582373.889,33582485.892,0,0,0,0,6706,9281,1.870,2.530,1.370,2,0,8.000,0,0,0,0,38,4,0,7,0
03-03 22:13:35,16.624,1.125,81.872,0,0,1371692,13984480,2096,8725212,33711227.262,33711391.256,0,0,0,0,6585,9885,1.870,2.530,1.370,1,0,0,0,0,0,0,38,4,0,7,0
03-03 22:13:36,15.876,0.750,82.883,0,0,1371744,13957628,2096,8751964,27418613.094,27418725.104,0,0,0,0,5619,8119,1.870,2.530,1.370,3,0,3.000,0,0,0,0,38,4,0,7,0
03-03 22:13:37,17.874,1.125,80.995,0,0,1382072,13923816,2096,8775384,24069700.469,24069864.459,0,0,0,0,5767,8051,1.870,2.530,1.370,2,0,3.000,0,0,0,0,38,4,0,7,0
03-03 22:13:38,17.750,0.750,80.999,0,0,1371404,13909012,2096,8800804,26169584.456,26169696.455,0,0,0,0,6144,8700,1.870,2.530,1.370,1,0,3.000,0,0,0,0,38,4,0,7,0
03-03 22:13:39,17.000,1.000,81.749,0,0,1371416,13879196,2096,8830576,30432796.374,30433068.370,0,0,0,0,5746,8470,2.040,2.560,1.390,1,0,0,0,0,0,0,38,4,0,7,0
03-03 22:13:40,17.376,1.000,80.878,0,0,1372440,13849168,2096,8859516,28529813.424,28529887.427,0,1404.044,0,237.007,6021,8800,2.040,2.560,1.390,1,0,3.000,0,0,0,0,38,3,0,7,1
03-03 22:13:41,8.003,1.250,90.156,0,0,1406364,13791992,2096,8882736,980.339,1144.396,0,151.052,0,21.007,8381,16641,2.040,2.560,1.390,1,0,16.006,0,0,0,0,38,3,0,7,0
03-03 22:13:42,20.242,4.623,74.222,0,0,1419164,13685992,2096,8973692,803.692,915.649,0,0,0,0,24596,46576,2.040,2.560,1.390,1,0,4.998,0,0,0,0,38,3,0,7,0
03-03 22:13:43,17.376,2.250,79.878,0,0,1419384,13624828,2096,9033888,824.034,988.041,0,0,0,0,12471,21405,2.040,2.560,1.390,2,0,0,0,0,0,0,38,3,0,7,0
03-03 22:13:44,20.500,2.750,75.875,0,0,1420148,13542940,2096,9114440,803.998,915.998,0,0,0,0,13378,25993,1.960,2.530,1.380,2,0,8.000,0,0,0,0,38,3,0,7,0
03-03 22:13:45,18.499,4.125,76.497,0,0,1420512,13415156,2096,9241148,823.965,987.959,0,4.000,0,1.000,22490,46162,1.960,2.530,1.380,4,0,0,0,0,0,0,38,3,0,7,0
03-03 22:13:46,22.386,5.127,70.909,0,0,1429832,13316784,2096,9324844,804.387,916.441,0,1280.616,0,40.019,26490,51820,1.960,2.530,1.380,4,0,3.001,0,0,0,0,38,3,0,7,0
03-03 22:13:47,20.984,3.248,74.819,0,0,1430588,13227400,2096,9412848,823.388,987.266,0,0,0,0,15491,28824,1.960,2.530,1.380,1,0,2.998,0,0,0,0,38,3,0,7,0
03-03 22:13:48,18.883,2.751,78.035,0,0,1430340,13123964,2096,9516084,804.356,916.406,0,0,0,0,13103,28345,1.960,2.530,1.380,5,0,3.001,0,0,0,0,38,3,0,7,0
03-03 22:13:49,19.372,2.375,77.112,0,0,1430828,13026696,2096,9612380,823.862,987.834,0,0,0,0,13934,30993,2.120,2.550,1.400,1,0,0,0,0,0,0,38,3,0,7,0
03-03 22:13:50,22.999,4.250,71.623,0,0,1436524,12921320,2096,9709668,971.978,989.977,0,1311.970,0,41.999,20582,38737,2.120,2.550,1.400,3,0,6.000,0,0,0,0,38,3,0,7,0
03-03 22:13:51,21.022,9.885,67.569,0.125,0,1449556,12814380,2096,9792476,824.845,989.013,0,9336.561,0,359.368,34106,67771,2.120,2.550,1.400,3,0,0,0,0,0,0,38,3,0,7,0
03-03 22:13:52,16.116,6.621,75.956,0.125,0,1377696,13150408,2096,9524880,803.539,915.475,0,11248.543,0,288.834,20074,37648,2.120,2.550,1.400,1,0,3.998,0,0,0,0,38,3,0,7,0
03-03 22:13:53,10.250,2.875,85.627,0,0,1396208,13122388,2096,9534376,9813433.590,9813597.594,0,383.011,0,87.003,20666,40717,2.120,2.550,1.400,0,0,56.002,0,0,0,0,38,3,0,7,0
03-03 22:13:54,9.371,3.374,86.590,0,0,1395180,13098672,2096,9558996,3442477.911,3442589.866,0,707.712,0,68.972,21632,43057,1.950,2.510,1.390,1,0,46.981,0,0,0,0,38,4,0,8,0
03-03 22:13:55,5.751,0.500,93.887,0,0,1395496,13089848,2096,9567500,6375916.990,6376141.018,0,56.007,0,15.002,2340,3423,1.950,2.510,1.390,0,0,0,0,0,0,0,38,3,0,8,0
03-03 22:13:56,10.868,5.496,81.694,0,0,1389520,13072024,2096,9591116,803.447,915.370,0,667.541,0,52.964,40550,84653,1.950,2.510,1.390,2,0,108.925,0,0,0,0,38,3,0,8,0
03-03 22:13:57,10.881,4.753,82.920,0,0,1406132,13054052,2096,9591556,824.449,988.539,4.002,352.192,1.001,40.022,22626,43710,1.950,2.510,1.390,1,0,99.054,0,0,0,0,38,3,0,8,0
03-03 22:13:58,11.500,1.375,87.000,0,0,1441408,13016812,2096,9591556,803.998,915.997,0,0,0,0,1598,843,1.950,2.510,1.390,1,0,4.000,0,0,0,0,38,3,0,8,0
03-03 22:13:59,9.875,2.750,87.498,0.500,0,1467596,12988504,2096,9592060,130744.993,130908.989,0,3302.924,0,863.980,6340,11370,1.870,2.490,1.390,1,0,2.000,0,0,0,0,38,11,0,8,0
03-03 22:14:00,13.625,1.750,84.123,0.125,0,1441140,13013996,2096,9592952,33885.356,33997.354,0,7011.867,0,180.997,3284,3454,1.870,2.490,1.390,1,0,8.000,0,0,0,0,38,3,0,12,0
03-03 22:14:01,11.251,1.500,87.130,0,0,1468064,12984752,2096,9595228,243458.903,243622.912,0,6008.318,0,182.010,3739,7088,1.870,2.490,1.390,4,0,1.000,0,0,0,0,38,7,0,12,0
03-03 22:14:02,9.750,3.625,86.624,0.375,0,1468204,12984608,2096,9595232,799255.204,799367.204,0,1213.993,0,397.998,10234,21724,1.870,2.490,1.390,1,0,3.000,0,0,0,0,38,3,0,14,0
03-03 22:14:03,5.999,8.749,75.865,7.374,0.750,1443688,13011804,2096,9595312,823.895,987.874,0,1011315.552,0,3268.582,25665,45363,1.870,2.490,1.390,0,2,65.992,0,0,0,0,38,3,0,14,0
03-03 22:14:04,10.126,3.000,86.386,230612666279321760,0.125,1442952,13010676,2096,9595448,804.099,916.113,4.000,86201.603,1.000,335.041,5830,8069,2.120,2.530,1.410,1,0,54.007,0,0,0,0,38,3,0,8,0
03-03 22:14:05,11.376,1.375,87.129,0.125,0,1484388,12967468,2096,9595448,55686.729,55850.737,0,850.042,0,204.010,2946,3700,2.120,2.530,1.410,0,1,0,0,0,0,0,38,7,0,8,0
03-03 22:14:06,11.249,5.624,81.615,0.500,0,1440040,13014028,2096,9596260,147816.114,147928.101,0,9102.899,0,650.921,28714,55954,2.120,2.530,1.410,2,0,102.988,0,0,0,0,38,3,0,10,0
03-03 22:14:07,9.744,6.371,83.075,0.250,0,1422400,13025360,2096,9601812,823.507,987.409,0,6161.309,0,248.851,27545,52382,2.120,2.530,1.410,1,0,137.917,0,0,0,0,38,3,0,10,0
03-03 22:14:08,11.633,1.001,87.182,0,0,1467632,12977492,2096,9601760,804.525,916.599,0,65.042,0,5.003,1622,844,2.120,2.530,1.410,1,0,5.003,0,0,0,0,38,3,0,10,0
03-03 22:14:09,11.713,2.617,84.730,0.748,0,1502772,12940388,2096,9602280,214748.951,214912.429,0,4248.447,0,1060.617,8576,14573,2.030,2.500,1.410,3,0,2.990,0,0,0,0,38,7,0,10,0
03-03 22:14:10,8.778,3.135,86.776,0.752,0,1508216,12934064,2096,9602988,478719.765,478832.123,0,4818.337,0,1093.481,10900,19664,2.030,2.500,1.410,2,0,3.010,0,0,0,0,38,7,0,10,0
03-03 22:14:11,10.000,2.375,87.498,0.250,0,1511052,12930260,2096,9603648,479984.880,480148.877,0,1749.967,0,400.992,7930,14093,2.030,2.500,1.410,1,0,0,0,0,0,0,38,7,0,10,0
03-03 22:14:12,9.129,4.752,85.037,0.500,0,1435028,13009864,2096,9603852,388185.696,388297.745,0,10823.676,0,1209.523,22436,42259,2.030,2.500,1.410,1,0,50.022,0,0,0,0,38,3,0,12,0
03-03 22:14:13,12.620,3.624,83.344,0.125,0,1461112,12980760,2096,9605508,823.689,987.628,3.998,13214.018,1.000,149.943,13992,25851,2.030,2.500,1.410,1,0,65.975,0,0,0,0,38,3,0,12,0
03-03 22:14:14,11.500,1.125,87.122,0.250,0,1501912,12936016,2096,9607444,803.972,915.968,0,4789.832,0,97.997,2059,1652,1.950,2.480,1.400,1,0,6.000,0,0,0,0,38,3,0,12,0
03-03 22:14:15,12.503,10.752,75.892,0.625,0,1534196,12901380,2096,9608060,76221.531,76385.569,0,3881.893,0,1001.230,7796,11371,1.950,2.480,1.400,2,0,7.002,0,0,0,0,38,7,0,12,0
03-03 22:14:16,11.373,5.999,80.608,0.875,0,1414488,13023148,2096,9610312,87497.363,87609.339,0,14068.004,0,1575.664,27137,51054,1.950,2.480,1.400,0,0,66.986,0,0,0,0,38,3,0,14,0
03-03 22:14:17,10.499,2.625,86.239,0.250,0,1478708,12955048,2096,9612380,823.897,987.877,0,8146.982,0,123.985,9673,16367,1.950,2.480,1.400,1,0,49.994,0,0,0,0,38,3,0,14,0
03-03 22:14:18,11.501,1.125,87.260,0,0,1520260,12911140,2096,9612436,804.092,916.105,0,11.001,0,4.000,1673,815,1.950,2.480,1.400,1,0,7.001,0,0,0,0,38,3,0,14,0
03-03 22:14:19,13.376,2.125,84.379,0.250,0,1543616,12885424,2096,9613388,70381.167,70497.172,0,2057.093,0,490.022,4774,6410,1.870,2.450,1.400,2,0,3.000,0,0,0,0,38,7,0,16,0
03-03 22:14:20,7.249,3.750,86.992,1.500,0,1561540,12862136,2096,9618320,223354.558,223388.555,0,12554.795,0,2502.760,15958,28456,1.870,2.450,1.400,2,0,3.000,0,0,0,0,38,7,0,16,0
03-03 22:14:21,8.125,4.125,85.127,1.625,0,1582260,12839424,2096,9620108,232895.357,233059.360,0,13162.303,0,2585.059,16074,27975,1.870,2.450,1.400,1,1,0,0,0,0,0,38,7,0,16,0
